Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI
-28.760833,17.730278,02-01-2011,8899.0,9705.5,8041.0,7805.0,0.050649350649350354,0.0937931423097507
-26.861111,28.884722,03-01-2011,12824.5,9712.5,11933.0,9949.0,0.036009290114106696,-0.10258483287519299
-26.45,28.085833,03-01-2011,13779.5,9757.0,15361.5,13977.0,-0.05428777324045141,-0.22312239982482943
-27.671111,27.236944,03-01-2011,,,,,,
-27.356667,27.286389,03-01-2011,15375.5,9764.5,15023.0,12233.0,0.011595966906261785,-0.2121432173474525
-27.01011111,26.69808333,04-01-2011,14685.5,9334.5,11470.5,9374.0,0.12291634806545297,-0.10266762797404422
-25.127778,27.628889,04-01-2011,14609.5,9567.0,15163.0,11873.5,-0.018590981610546585,-0.2262838657501002
-25.20639,27.558,04-01-2011,,,,,,
-24.69514,27.40906,04-01-2011,15593.5,10037.5,12267.0,10238.0,0.1193984314710787,-0.09995740769799773
-26.98472222,26.63227778,04-01-2011,15733.0,10438.5,16335.5,13708.5,-0.01878790713628633,-0.22025098976619029
-28.141944,26.417778,04-01-2011,15680.5,10413.0,16920.0,14535.0,-0.03802088925016476,-0.23806387882778973
-27.398611,26.614722,04-01-2011,16158.0,9808.0,13768.5,11599.5,0.07984562177334444,-0.16798506987890413
-33.501667,21.624167,04-01-2011,12169.0,10364.5,12356.5,10282.5,-0.007645104075350115,-0.08767219752651693
-32.502778,19.535833,04-01-2011,,,,,,
-25.45963889,28.26430556,04-01-2011,17030.5,10112.5,15572.0,12268.0,0.044735833141630106,-0.21256010434308548
-27.495556,26.074722,04-01-2011,17431.0,11465.0,20643.0,17305.0,-0.08436203183274653,-0.28584776379718363
-26.648056,27.089444,05-01-2011,16126.0,10736.0,18248.5,14329.0,-0.06174635267422053,-0.25919025686142505
-26.970278,27.211111,05-01-2011,9824.5,9173.0,8175.5,7812.0,0.09161111111111062,0.05749776637749629
-27.38972222,26.46388889,05-01-2011,11995.5,10284.0,10481.5,9846.5,0.0673577434711035,-0.009510967710866536
-27.044444,27.005,05-01-2011,14664.5,10116.0,17790.0,13841.0,-0.09630405644825804,-0.2749946248118674
-30.830556,26.921389,06-01-2011,14472.5,10440.0,10635.5,9187.0,0.15281981838457803,-0.009276173756257222
-27.00222,28.76528,06-01-2011,17745.5,12460.5,17354.5,14089.5,0.011139601139601107,-0.1641455643132646
-27.02314,28.59389,06-01-2011,14357.0,10805.0,14194.0,11859.5,0.005709081993625423,-0.13556542261690413
-30.679722,26.7125,06-01-2011,12695.0,10252.0,9219.5,8719.5,0.15859362522530673,0.05302621780551035
-30.160091,27.40124,06-01-2011,15419.5,10528.0,13024.0,10933.0,0.08421959322868112,-0.10597826086956477
-32.595833,19.009444,06-01-2011,15448.0,10679.5,16199.5,13341.5,-0.02374595149695861,-0.20536478291603036
-25.99136,27.84208,10-01-2011,,,,,,
-26.73806,27.59194,10-01-2011,,,,,,
-26.45,28.085833,10-01-2011,13779.5,9757.0,15361.5,13977.0,-0.05428777324045141,-0.22312239982482943
-30.86013889,29.07125,10-01-2011,,,,,,
-27.356667,27.286389,10-01-2011,15375.5,9764.5,15023.0,12233.0,0.011595966906261785,-0.2121432173474525
-27.01011111,26.69808333,11-01-2011,14685.5,9334.5,11470.5,9374.0,0.12291634806545297,-0.10266762797404422
-25.73411,27.21422,11-01-2011,15066.5,10785.0,17706.0,14993.0,-0.08054008696315483,-0.24291881646835758
-26.98472222,26.63227778,11-01-2011,15733.0,10438.5,16335.5,13708.5,-0.01878790713628633,-0.22025098976619029
-27.398611,26.614722,11-01-2011,16158.0,9808.0,13768.5,11599.5,0.07984562177334444,-0.16798506987890413
-27.671111,27.236944,11-01-2011,,,,,,
-29.160278,26.573333,11-01-2011,16070.5,10218.5,14180.0,12006.0,0.06249483479611887,-0.1623665389265727
-34.250556,20.9925,11-01-2011,9899.0,8589.0,9975.5,8808.0,-0.0038491534378223163,-0.07468555576503502
-25.45963889,28.26430556,11-01-2011,17030.5,10112.5,15572.0,12268.0,0.044735833141630106,-0.21256010434308548
-25.81048333,27.90955222,12-01-2011,13036.0,10079.5,13333.0,11574.0,-0.011263225757518256,-0.13896422851041051
-27.273889,28.49,12-01-2011,13265.0,9368.0,9811.5,8592.0,0.14965441033085544,-0.02312364764462044
-27.4275,28.525833,12-01-2011,14851.0,9369.0,15059.5,13220.0,-0.006970796208689233,-0.23294512557054167
-28.883333,27.89,12-01-2011,15824.5,9932.0,13726.5,10977.0,0.07099590538391232,-0.16038633049432485
-27.00222,28.76528,13-01-2011,17745.5,12460.5,17354.5,14089.5,0.011139601139601107,-0.1641455643132646
