Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI
-22.58277860747475,51.1313926155436,2017-05-22,8047.5,7910.5,8710.5,8563.0,-0.03956319369853181,-0.04813188135491218
81.12857515378491,-149.70961260178242,2019-12-27,,,,,,
41.75890952605292,-121.81366292593904,2018-07-20,21183.0,11637.0,19913.0,15013.0,0.030903250924664123,-0.262313787638668
17.758527155466588,143.47950786974852,2020-10-10,,,,,,
-61.916644720361425,38.314461477452376,2016-08-18,,,,,,
-61.92098633948353,-176.68906141801332,2020-03-18,,,,,,
-79.5449498097241,-143.47024456822845,2016-12-29,37623.5,40563.0,11336.0,11695.0,0.5369233754429671,0.5631515058093594
65.91170623948834,58.86063687890009,2018-09-27,,,,,,
18.200702113777584,-178.17782981536126,2016-02-01,,,,,,
37.45306400328819,-122.10910148970048,2016-11-29,12890.5,9263.5,11832.0,10189.0,0.042815249266862,-0.12175582470195008
-86.29479102675556,17.544164171971005,2023-06-18,,,,,,
84.58377338915898,69.08227116936958,2021-02-02,,,,,,
59.839675344075914,54.70605342093619,2019-06-24,18187.5,8928.0,12010.0,9280.0,0.20456991472803973,-0.14719648486006234
-51.77896007791029,-99.26304859419848,2016-01-31,,,,,,
-57.27150590272189,76.3845196851129,2021-10-28,,,,,,
-56.98718822638191,-94.59032850115197,2015-03-17,,,,,,
-35.23639626728321,-62.856108662663615,2015-09-22,16043.0,11250.0,20427.0,17838.5,-0.12020839045791028,-0.2897054645326253
4.456157693802812,88.7369058424887,2021-11-07,,,,,,
-12.249896644419163,53.86784365699728,2019-12-25,7965.0,8467.0,7661.0,7556.0,0.01945475489568655,0.0499751984126981
-37.57875476435245,125.72042777790405,2016-12-18,,,,,,
20.133521050028303,56.740641228123614,2022-08-14,23728.0,18441.0,27974.0,22776.0,-0.08212448261189106,-0.20538618980932843
-64.89110508263246,24.59109720076978,2017-04-30,,,,,,
-37.41396326366073,-146.2770835818867,2018-10-22,,,,,,
-24.054868207135492,-47.622310898603935,2015-05-24,30267.0,27432.0,24747.0,20915.0,0.10033809575744337,0.05145748289541759
-7.907402840933533,-84.52714763457884,2017-06-03,,,,,,
51.331673050742445,-92.16372838352991,2023-08-07,7417.0,7503.0,7359.0,7340.0,0.003925284244721143,0.009689140088817052
-54.058719211495244,170.2837997108804,2023-09-06,7320.0,7397.5,7600.5,7592.0,-0.018799638081833592,-0.013535138018402363
2.562198914450089,-38.484819119966254,2016-01-31,,,,,,
16.634622395167643,141.13675986376077,2023-06-24,8398.0,8094.5,9016.0,9208.0,-0.035488687263121425,-0.053855819526021725
-81.63892571040041,47.20990535901464,2023-03-15,37700.0,41409.0,12986.0,13926.0,0.4875902616107002,0.5225296442687737
19.358073342258905,106.13206927499343,2023-01-17,7148.0,8905.0,7578.0,7609.0,-0.02920005432568227,0.08050718922526191
-59.30565773628752,0.9493535178691603,2019-02-01,,,,,,
-78.29071326264969,27.68539846548928,2023-10-28,38894.5,41781.5,11120.0,12118.0,0.555328954603164,0.5795960417001397
80.79939670559999,-2.693630225208996,2018-03-13,,,,,,
83.81376595342068,-109.71252439270398,2022-03-01,,,,,,
55.511522660963,80.08276149414192,2017-11-28,29946.0,29260.0,12583.0,11739.0,0.40826259728655645,0.39856128862653156
-35.16952154879328,-78.9219495212919,2020-11-26,,,,,,
-72.4190194788509,-171.24625208467663,2017-12-01,43569.0,50433.5,8284.5,9576.0,0.6804651566432339,0.7178207704622079
33.16194477218824,52.37002652658041,2018-04-24,13265.0,11705.0,14249.5,13348.0,-0.035781133584110066,-0.09803694927661832
-10.772551126871765,-116.24015541346238,2023-03-02,,,,,,
-68.03311772793981,158.56509036704915,2021-09-11,47731.0,52624.0,13494.0,15080.0,0.5591996733360546,0.591820684231222
-0.8681561799713666,163.41428772093144,2016-09-25,,,,,,
-83.81006619926069,149.35118047936146,2018-03-02,,,,,,
73.67767237418077,-46.74286790804002,2023-11-09,27876.5,33097.0,14838.0,13802.5,0.3052476325369598,0.38091165119432485
-43.41960331199695,-174.43561804960774,2018-05-23,,,,,,
29.254011183716756,154.19468253158115,2017-01-02,,,,,,
-33.89200630390603,-25.853706605766842,2015-08-23,,,,,,
3.6122438120059464,167.99573485572105,2022-05-29,7309.5,7273.0,7850.0,7850.0,-0.03565421023120792,-0.038153805461879006
8.407850281790337,166.90319175213102,2017-01-20,7246.0,7359.5,7536.0,7517.5,-0.019618454877553648,-0.011849216206236704
-56.72619800540513,127.08340396824963,2022-03-20,,,,,,
84.52523299762053,-73.99839885494916,2023-06-08,,,,,,
49.52390820500062,-41.364817703306905,2023-08-12,32570.0,33691.0,13558.0,14009.0,0.4121574748525832,0.42610425617473296
79.10980948155404,126.40920174606849,2017-08-11,,,,,,
71.06892307697679,-65.90807814374004,2021-12-14,12043.0,11247.5,13207.5,12259.0,-0.04611789865547199,-0.08014720915968072
17.621996185995325,-118.9826111930067,2023-02-08,,,,,,
75.93736230416103,20.448454485006057,2019-03-23,7560.0,7902.0,7915.5,7926.5,-0.02297179412619933,-0.0008534850640113744
-74.0713496306545,157.01571869788114,2018-04-12,47785.0,54268.5,8468.0,10873.0,0.698931612536219,0.7300455077984893
-54.72308476455387,70.57072680299028,2019-08-04,,,,,,
-81.85908799610314,25.222021232171386,2018-04-06,36390.5,41279.5,10401.5,10942.5,0.5554154556334404,0.597472959114567
-31.440540462612418,-145.01646224252332,2021-01-26,,,,,,
-20.038087855893238,41.40260161170111,2018-11-17,7712.0,8164.0,7491.0,7429.0,0.014536604617509606,0.04298946023634594
-41.15717428069873,176.4193860375348,2023-03-13,7346.0,7949.0,7213.0,7242.0,0.009135242805137653,0.048542408653211654
59.17275164734728,-129.56975451485135,2022-10-13,15264.5,8286.5,10319.0,8677.0,0.19330818691734833,-0.10924189083872991
-25.78440119515393,6.598674850945225,2022-05-05,,,,,,
-39.43178825627146,135.85430589406397,2018-05-02,,,,,,
7.685294968484724,86.6767023915136,2019-03-21,,,,,,
-64.63363950454273,70.92566675829647,2020-09-07,44447.0,50323.0,8639.0,10248.0,0.6745281241758643,0.706963807197855
54.39545653572714,72.89427023535933,2023-11-11,10898.0,9154.5,11355.0,10489.0,-0.02053655686873671,-0.10729174285087348
-76.58088413764125,-50.58318556088814,2018-12-16,22231.0,29262.0,8921.0,9884.5,0.4272598870056484,0.5327239871146832
87.63964858809311,-74.30693606478239,2021-07-14,,,,,,
49.00405847339834,111.3700159722649,2019-02-28,15981.5,13204.0,12119.5,11015.0,0.1374328315718297,0.04282583371176953
-54.23117732384897,111.64082208450507,2018-10-20,,,,,,
-89.00601891775156,132.14603468883732,2020-01-31,,,,,,
56.78305712187015,148.76659892032967,2018-09-27,,,,,,
37.23432189257108,4.083263589937607,2016-05-14,8464.0,8814.0,8415.0,8247.5,0.0029030155814917776,0.023158627894828355
41.221290247377716,0.5458660873918575,2019-08-08,,,,,,
48.82866240347023,107.38626442803906,2016-05-25,14954.0,9416.0,15218.0,12194.0,-0.008749834283441574,-0.2355281318502873
-76.67196268786374,53.98701507999546,2015-08-05,38859.0,42051.5,12276.5,13429.0,0.5198443351487704,0.5480599322632886
-25.47616886203093,72.7080758127732,2018-08-17,,,,,,
-69.14356928547664,106.48536099699638,2018-03-01,33080.0,37318.0,21404.0,22037.0,0.21430144629615994,0.2710057559347429
65.35861665760683,140.40192305432387,2020-01-02,5333.5,16550.0,3740.0,6512.0,0.1756213148178743,0.6313454903893513
22.193662828960427,-58.32174353344711,2023-08-08,7351.0,7773.0,7344.5,7265.0,0.00044231227246435684,0.02834463370266229
-30.438355526523146,-44.79013704962016,2019-12-16,,,,,,
-78.55949694851574,-146.16650165728717,2021-10-28,47473.0,52958.5,9601.0,11184.5,0.6635595893051115,0.6930602066832364
-34.0231820911808,28.180850758622633,2023-01-02,7846.0,7783.0,8395.0,8357.5,-0.0338033372329288,-0.03782915069847918
-31.46700203518553,-167.06078143317285,2018-04-20,,,,,,
41.32911210085153,-12.384713472314344,2021-01-23,,,,,,
24.760344843938363,15.352068494727584,2015-04-01,21682.5,15493.0,24328.0,21102.5,-0.05749774507992728,-0.22186785866753667
69.69829366373878,-76.84514923381761,2016-12-14,10302.5,8575.0,11907.0,11959.0,-0.07224385960962619,-0.16267942583731979
-5.0013134708491265,32.69997380484387,2020-02-25,18553.5,9357.0,14156.5,10434.0,0.13442372363191643,-0.20411678397516236
-68.4730357311057,-169.0199100219422,2015-02-08,,,,,,
38.3840617001391,-166.5546520502828,2023-10-03,,,,,,
46.94130875104154,116.13620183747697,2015-06-22,15745.0,11712.0,19505.0,16897.0,-0.10666666666666635,-0.24963961943812588
11.029895562509322,-50.33136909194536,2016-10-14,,,,,,
48.77409239182098,-134.25821544532147,2017-01-23,,,,,,
-1.1167926544096662,8.007573619729573,2018-05-28,8215.5,7687.5,9113.0,8903.5,-0.05179328851314279,-0.08484866521829658
4.091909288758931,97.19767911549991,2017-12-17,,,,,,
-13.042616695461067,-102.30443010113646,2019-08-11,,,,,,
-85.42455718606287,44.240571294840095,2021-11-28,,,,,,
-70.57954314120519,-149.27491260224352,2016-03-31,33432.0,40298.0,7467.0,8532.0,0.6348565979608287,0.687344289751909
-84.34274657638784,-161.39458037930123,2017-04-08,,,,,,
24.55387402748047,11.287667364533277,2017-06-13,25333.0,17117.0,31781.0,29104.0,-0.11289701299156053,-0.29988956603542005
-33.4159234062612,14.628643779638345,2018-10-16,,,,,,
1.5427244096464987,49.47476453935436,2020-05-12,,,,,,
